variant_id,variant_file,variant_url,question_id,question_type,slot_count,question_text
canthosimpl_10020,canthosimpl.10020.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10020.inp,canthosimpl_10020_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10020.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_502 (m)?
4. What is the peak runoff for subcatchment S_259 (CMS)?
5. What is the peak runoff for subcatchment S_261 (CMS)?
6. What is the peak runoff for subcatchment S_257 (CMS)?
7. What is the area of subcatchment S_257 (hectares)?
8. What is the area of subcatchment S_263 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?"
canthosimpl_10021,canthosimpl.10021.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10021.inp,canthosimpl_10021_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10021.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_416 (m)?
4. What is the peak runoff for subcatchment S_296 (CMS)?
5. What is the peak runoff for subcatchment S_289 (CMS)?
6. What is the peak runoff for subcatchment S_286 (CMS)?
7. What is the area of subcatchment S_257 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_418 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?"
canthosimpl_10022,canthosimpl.10022.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10022.inp,canthosimpl_10022_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10022.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_418 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_416 (m)?
4. What is the peak runoff for subcatchment S_261 (CMS)?
5. What is the peak runoff for subcatchment S_286 (CMS)?
6. What is the peak runoff for subcatchment S_295 (CMS)?
7. What is the area of subcatchment S_288 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_455 (m)?"
canthosimpl_10023,canthosimpl.10023.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10023.inp,canthosimpl_10023_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10023.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_459 (m)?
3. What is the maximum water depth in conduit C_458 (m)?
4. What is the peak runoff for subcatchment S_257 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_258 (CMS)?
7. What is the area of subcatchment S_263 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10024,canthosimpl.10024.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10024.inp,canthosimpl_10024_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10024.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_502 (m)?
2. What is the maximum water depth in conduit C_416 (m)?
3. What is the maximum water depth in conduit C_419 (m)?
4. What is the peak runoff for subcatchment S_258 (CMS)?
5. What is the peak runoff for subcatchment S_296 (CMS)?
6. What is the peak runoff for subcatchment S_259 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_455 (m)?"
canthosimpl_10025,canthosimpl.10025.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10025.inp,canthosimpl_10025_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10025.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_458 (m)?
2. What is the maximum water depth in conduit C_417 (m)?
3. What is the maximum water depth in conduit C_457 (m)?
4. What is the peak runoff for subcatchment S_296 (CMS)?
5. What is the peak runoff for subcatchment S_257 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_286 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_416 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_405 (m)?"
canthosimpl_10026,canthosimpl.10026.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10026.inp,canthosimpl_10026_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10026.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_405 (m)?
2. What is the maximum water depth in conduit C_457 (m)?
3. What is the maximum water depth in conduit C_410 (m)?
4. What is the peak runoff for subcatchment S_286 (CMS)?
5. What is the peak runoff for subcatchment S_263 (CMS)?
6. What is the peak runoff for subcatchment S_261 (CMS)?
7. What is the area of subcatchment S_289 (hectares)?
8. What is the area of subcatchment S_259 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_418 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10027,canthosimpl.10027.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10027.inp,canthosimpl_10027_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10027.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_412 (m)?
2. What is the maximum water depth in conduit C_457 (m)?
3. What is the maximum water depth in conduit C_418 (m)?
4. What is the peak runoff for subcatchment S_288 (CMS)?
5. What is the peak runoff for subcatchment S_258 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_289 (hectares)?
8. What is the area of subcatchment S_261 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_462 (m)?"
canthosimpl_10028,canthosimpl.10028.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10028.inp,canthosimpl_10028_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10028.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_418 (m)?
2. What is the maximum water depth in conduit C_416 (m)?
3. What is the maximum water depth in conduit C_463 (m)?
4. What is the peak runoff for subcatchment S_287 (CMS)?
5. What is the peak runoff for subcatchment S_289 (CMS)?
6. What is the peak runoff for subcatchment S_295 (CMS)?
7. What is the area of subcatchment S_286 (hectares)?
8. What is the area of subcatchment S_296 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_458 (m)?"
canthosimpl_10029,canthosimpl.10029.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10029.inp,canthosimpl_10029_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10029.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_459 (m)?
2. What is the maximum water depth in conduit C_458 (m)?
3. What is the maximum water depth in conduit C_412 (m)?
4. What is the peak runoff for subcatchment S_259 (CMS)?
5. What is the peak runoff for subcatchment S_288 (CMS)?
6. What is the peak runoff for subcatchment S_296 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_263 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_456 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_412 (m)?"
canthosimpl_10030,canthosimpl.10030.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10030.inp,canthosimpl_10030_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10030.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_412 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_413 (m)?
4. What is the peak runoff for subcatchment S_295 (CMS)?
5. What is the peak runoff for subcatchment S_288 (CMS)?
6. What is the peak runoff for subcatchment S_287 (CMS)?
7. What is the area of subcatchment S_287 (hectares)?
8. What is the area of subcatchment S_257 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_456 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?"
canthosimpl_10031,canthosimpl.10031.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10031.inp,canthosimpl_10031_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10031.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_416 (m)?
2. What is the maximum water depth in conduit C_405 (m)?
3. What is the maximum water depth in conduit C_413 (m)?
4. What is the peak runoff for subcatchment S_289 (CMS)?
5. What is the peak runoff for subcatchment S_263 (CMS)?
6. What is the peak runoff for subcatchment S_259 (CMS)?
7. What is the area of subcatchment S_286 (hectares)?
8. What is the area of subcatchment S_295 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_463 (m)?"
canthosimpl_10032,canthosimpl.10032.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10032.inp,canthosimpl_10032_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10032.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_456 (m)?
2. What is the maximum water depth in conduit C_405 (m)?
3. What is the maximum water depth in conduit C_458 (m)?
4. What is the peak runoff for subcatchment S_261 (CMS)?
5. What is the peak runoff for subcatchment S_288 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_263 (hectares)?
8. What is the area of subcatchment S_295 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_411 (m)?"
canthosimpl_10033,canthosimpl.10033.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10033.inp,canthosimpl_10033_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10033.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_416 (m)?
2. What is the maximum water depth in conduit C_455 (m)?
3. What is the maximum water depth in conduit C_410 (m)?
4. What is the peak runoff for subcatchment S_295 (CMS)?
5. What is the peak runoff for subcatchment S_287 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_296 (hectares)?
8. What is the area of subcatchment S_295 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_412 (m)?"
canthosimpl_10034,canthosimpl.10034.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10034.inp,canthosimpl_10034_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10034.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_463 (m)?
2. What is the maximum water depth in conduit C_456 (m)?
3. What is the maximum water depth in conduit C_416 (m)?
4. What is the peak runoff for subcatchment S_286 (CMS)?
5. What is the peak runoff for subcatchment S_296 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_263 (hectares)?
8. What is the area of subcatchment S_288 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_456 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?"
canthosimpl_10035,canthosimpl.10035.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10035.inp,canthosimpl_10035_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10035.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_457 (m)?
2. What is the maximum water depth in conduit C_419 (m)?
3. What is the maximum water depth in conduit C_463 (m)?
4. What is the peak runoff for subcatchment S_287 (CMS)?
5. What is the peak runoff for subcatchment S_263 (CMS)?
6. What is the peak runoff for subcatchment S_261 (CMS)?
7. What is the area of subcatchment S_295 (hectares)?
8. What is the area of subcatchment S_257 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_411 (m)?"
canthosimpl_10036,canthosimpl.10036.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10036.inp,canthosimpl_10036_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10036.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_463 (m)?
2. What is the maximum water depth in conduit C_456 (m)?
3. What is the maximum water depth in conduit C_502 (m)?
4. What is the peak runoff for subcatchment S_286 (CMS)?
5. What is the peak runoff for subcatchment S_296 (CMS)?
6. What is the peak runoff for subcatchment S_259 (CMS)?
7. What is the area of subcatchment S_258 (hectares)?
8. What is the area of subcatchment S_289 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_416 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_419 (m)?"
canthosimpl_10037,canthosimpl.10037.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10037.inp,canthosimpl_10037_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10037.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_459 (m)?
2. What is the maximum water depth in conduit C_413 (m)?
3. What is the maximum water depth in conduit C_419 (m)?
4. What is the peak runoff for subcatchment S_261 (CMS)?
5. What is the peak runoff for subcatchment S_263 (CMS)?
6. What is the peak runoff for subcatchment S_288 (CMS)?
7. What is the area of subcatchment S_259 (hectares)?
8. What is the area of subcatchment S_289 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_456 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?"
canthosimpl_10038,canthosimpl.10038.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10038.inp,canthosimpl_10038_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10038.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_410 (m)?
2. What is the maximum water depth in conduit C_502 (m)?
3. What is the maximum water depth in conduit C_413 (m)?
4. What is the peak runoff for subcatchment S_263 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_295 (CMS)?
7. What is the area of subcatchment S_263 (hectares)?
8. What is the area of subcatchment S_289 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_457 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10039,canthosimpl.10039.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10039.inp,canthosimpl_10039_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10039.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_405 (m)?
2. What is the maximum water depth in conduit C_455 (m)?
3. What is the maximum water depth in conduit C_412 (m)?
4. What is the peak runoff for subcatchment S_289 (CMS)?
5. What is the peak runoff for subcatchment S_286 (CMS)?
6. What is the peak runoff for subcatchment S_296 (CMS)?
7. What is the area of subcatchment S_258 (hectares)?
8. What is the area of subcatchment S_288 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_413 (m)?"
canthosimpl_10040,canthosimpl.10040.inp,https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10040.inp,canthosimpl_10040_Q1,one_file_multi_slot_cloze,10,"Download model: https://raw.githubusercontent.com/asselapathirana/swmm2026quizes/refs/heads/main/networks/swmm_quiz_batch/variants/canthosimpl.10040.inp
Run SWMM and answer all 10 parts.
1. What is the maximum water depth in conduit C_419 (m)?
2. What is the maximum water depth in conduit C_456 (m)?
3. What is the maximum water depth in conduit C_458 (m)?
4. What is the peak runoff for subcatchment S_257 (CMS)?
5. What is the peak runoff for subcatchment S_259 (CMS)?
6. What is the peak runoff for subcatchment S_289 (CMS)?
7. What is the area of subcatchment S_261 (hectares)?
8. What is the area of subcatchment S_258 (hectares)?
9. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_459 (m)?
10. What is the diameter (Geom1 in [XSECTIONS]) of conduit C_502 (m)?"
